customer_city,customer_state,orders_late,late_orders_respect_total_%,days_diference_mean,diagnosis,delay_days
sete lagoas,MG,5,7.25,12 days 09:00:00,Retrasos severos: rutas largas o problemas logísticos regionales,12.375
acarau,CE,5,7.35,13 days 07:57:13.400000,Retrasos severos: rutas largas o problemas logísticos regionales,13.331405092592592
tiete,SP,5,7.46,5 days 15:00:09.400000,Retraso moderado: problemas recurrentes pero no críticos,5.6251087962962965
tres coracoes,MG,5,7.46,5 days 20:37:44.600000,Retraso moderado: problemas recurrentes pero no críticos,5.859543981481481
tubarao,SC,5,7.46,5 days 04:30:42.600000,Retraso moderado: problemas recurrentes pero no críticos,5.187993055555555
governador valadares,MG,5,7.58,9 days 16:34:45,Retraso moderado: problemas recurrentes pero no críticos,9.690798611111111
aracruz,ES,5,7.69,15 days 01:58:55,Retrasos severos: rutas largas o problemas logísticos regionales,15.08258101851852
arapiraca,AL,5,7.69,4 days 08:22:57.400000,Retraso moderado: problemas recurrentes pero no críticos,4.3492754629629635
santa barbara d'oeste,SP,5,7.69,8 days 23:28:13,Retraso moderado: problemas recurrentes pero no críticos,8.977928240740741
bertioga,SP,5,7.69,7 days 10:21:29.600000,Retraso moderado: problemas recurrentes pero no críticos,7.431592592592592
biguacu,SC,5,7.69,4 days 07:02:40.600000,Retraso moderado: problemas recurrentes pero no críticos,4.293525462962963
porto velho,RO,5,7.69,6 days 15:33:52,Retraso moderado: problemas recurrentes pero no críticos,6.648518518518519
itaguai,RJ,5,7.69,10 days 18:35:45,Retrasos severos: rutas largas o problemas logísticos regionales,10.774826388888888
ribeirao das neves,MG,5,7.81,4 days 23:13:08.200000,Retraso moderado: problemas recurrentes pero no críticos,4.967456018518519
balsas,MA,5,7.81,7 days 21:33:51.600000,Retraso moderado: problemas recurrentes pero no críticos,7.898513888888889
itabira,MG,5,7.81,11 days 17:56:53,Retrasos severos: rutas largas o problemas logísticos regionales,11.747835648148149
santa luzia,MG,5,7.81,19 days 10:54:38,Retrasos severos: rutas largas o problemas logísticos regionales,19.45460648148148
santa luzia,MG,5,7.81,5 days 08:29:29.400000,Retraso moderado: problemas recurrentes pero no críticos,5.3538125
rio do sul,SC,5,7.94,8 days 13:58:04.200000,Retraso moderado: problemas recurrentes pero no críticos,8.581993055555555
paranagua,PR,5,7.94,7 days 04:34:01.800000,Retraso moderado: problemas recurrentes pero no críticos,7.190298611111111
passo fundo,RS,5,8.06,13 days 01:49:38.600000,Retrasos severos: rutas largas o problemas logísticos regionales,13.076141203703704
japeri,RJ,5,8.06,18 days 14:12:20,Retrasos severos: rutas largas o problemas logísticos regionales,18.591898148148147
itauna,MG,5,8.06,2 days 13:09:29.200000,Retraso leve: problemas típicos de última hora o reparto urbano,2.54825462962963
varzea grande,MT,4,6.45,16 days 09:28:26.750000,Retrasos severos: rutas largas o problemas logísticos regionales,16.394754050925926
vassouras,RJ,4,6.45,13 days 17:31:03.500000,Retrasos severos: rutas largas o problemas logísticos regionales,13.72990162037037
botucatu,SP,4,6.45,3 days 14:34:56.250000,Retraso moderado: problemas recurrentes pero no críticos,3.6075954861111112
campo mourao,PR,4,6.56,1 days 11:11:06,Retraso leve: problemas típicos de última hora o reparto urbano,1.4660416666666667
lorena,SP,4,6.67,14 days 18:46:51.750000,Retrasos severos: rutas largas o problemas logísticos regionales,14.782543402777778
ouro branco,MG,4,6.67,12 days 08:41:03.250000,Retrasos severos: rutas largas o problemas logísticos regionales,12.361843171296297
ourinhos,SP,4,6.67,3 days 06:58:06.750000,Retraso moderado: problemas recurrentes pero no críticos,3.290355902777778
nova serrana,MG,4,6.67,10 days 03:48:11.250000,Retrasos severos: rutas largas o problemas logísticos regionales,10.158463541666666
lucas do rio verde,MT,4,6.67,6 days 04:27:02,Retraso moderado: problemas recurrentes pero no críticos,6.185439814814814
louveira,SP,4,6.78,10 days 23:42:12.500000,Retrasos severos: rutas largas o problemas logísticos regionales,10.987644675925926
brusque,SC,4,6.78,7 days 03:19:41.500000,Retraso moderado: problemas recurrentes pero no críticos,7.138674768518518
ouro preto,MG,4,6.9,8 days 01:59:43.250000,Retraso moderado: problemas recurrentes pero no críticos,8.083139467592593
paracambi,RJ,4,7.02,11 days 06:19:27.250000,Retrasos severos: rutas largas o problemas logísticos regionales,11.263509837962962
miguel pereira,RJ,4,7.02,16 days 07:38:05.750000,Retrasos severos: rutas largas o problemas logísticos regionales,16.318122106481482
camaragibe,PE,4,7.14,10 days 22:52:47.500000,Retrasos severos: rutas largas o problemas logísticos regionales,10.953327546296297
manhuacu,MG,4,7.14,4 days 04:53:56.750000,Retraso moderado: problemas recurrentes pero no críticos,4.204129050925926
mage,RJ,4,7.14,23 days 18:54:24.750000,Retrasos severos: rutas largas o problemas logísticos regionales,23.787786458333333
paracatu,MG,4,7.14,11 days 09:18:24.250000,Retrasos severos: rutas largas o problemas logísticos regionales,11.387780671296296
nossa senhora do socorro,SE,4,7.27,13 days 16:19:18.500000,Retrasos severos: rutas largas o problemas logísticos regionales,13.680075231481482
caieiras,SP,4,7.27,8 days 02:55:03.750000,Retraso moderado: problemas recurrentes pero no críticos,8.121571180555556
mossoro,RN,4,7.41,5 days 00:57:47.500000,Retraso moderado: problemas recurrentes pero no críticos,5.040133101851852
monte mor,SP,4,7.41,9 days 22:53:45.250000,Retraso moderado: problemas recurrentes pero no críticos,9.953995949074073
monte siao,MG,4,7.41,4 days 19:28:24.250000,Retraso moderado: problemas recurrentes pero no críticos,4.811391782407408
cambui,MG,4,7.41,9 days 17:49:00.750000,Retraso moderado: problemas recurrentes pero no críticos,9.742369791666667
valenca,RJ,4,7.41,40 days 18:42:14.750000,Retrasos severos: rutas largas o problemas logísticos regionales,40.77933738425926
valenca,RJ,4,7.41,6 days 08:10:27.250000,Retraso moderado: problemas recurrentes pero no críticos,6.340593171296296
valenca,BA,4,7.41,40 days 18:42:14.750000,Retrasos severos: rutas largas o problemas logísticos regionales,40.77933738425926
valenca,BA,4,7.41,6 days 08:10:27.250000,Retraso moderado: problemas recurrentes pero no críticos,6.340593171296296
videira,SC,4,7.41,22 days 05:12:13.500000,Retrasos severos: rutas largas o problemas logísticos regionales,22.21682291666667
vera cruz,BA,4,7.41,28 days 15:30:11.250000,Retrasos severos: rutas largas o problemas logísticos regionales,28.645963541666667
vera cruz,BA,4,7.41,9 days 23:24:47,Retraso moderado: problemas recurrentes pero no críticos,9.975543981481481
alvorada,RS,4,7.41,4 days 13:05:23.500000,Retraso moderado: problemas recurrentes pero no críticos,4.54541087962963
alvorada,RS,4,7.41,0 days 00:59:25,Retraso leve: problemas típicos de última hora o reparto urbano,0.041261574074074076
altamira,PA,4,7.55,8 days 23:37:29,Retraso moderado: problemas recurrentes pero no críticos,8.984363425925926
birigui,SP,4,7.55,2 days 06:05:33.750000,Retraso leve: problemas típicos de última hora o reparto urbano,2.2538628472222224
porto real,RJ,4,7.55,20 days 08:25:34.500000,Retrasos severos: rutas largas o problemas logísticos regionales,20.35109375
jandira,SP,4,7.55,5 days 03:45:33.250000,Retraso moderado: problemas recurrentes pero no críticos,5.156634837962963
parnamirim,RN,4,7.55,8 days 10:19:52.250000,Retraso moderado: problemas recurrentes pero no críticos,8.430465856481481
santa cruz do sul,RS,4,7.69,7 days 08:41:25.500000,Retraso moderado: problemas recurrentes pero no críticos,7.362100694444444
santa ines,MA,4,7.69,13 days 17:03:44,Retrasos severos: rutas largas o problemas logísticos regionales,13.710925925925926
santa ines,MA,4,7.69,8 days 17:35:27,Retraso moderado: problemas recurrentes pero no críticos,8.732951388888889
santa teresa,ES,4,7.69,10 days 11:17:12.750000,Retrasos severos: rutas largas o problemas logísticos regionales,10.470286458333334
barbacena,MG,4,7.69,4 days 00:01:08.250000,Retraso moderado: problemas recurrentes pero no críticos,4.000789930555555
barra do pirai,RJ,4,7.69,21 days 05:23:26,Retrasos severos: rutas largas o problemas logísticos regionales,21.22460648148148
presidente venceslau,SP,4,7.69,5 days 18:10:02.500000,Retraso moderado: problemas recurrentes pero no críticos,5.756973379629629
rondonopolis,MT,4,7.84,8 days 13:47:04.250000,Retraso moderado: problemas recurrentes pero no críticos,8.574354745370371
piedade,SP,4,7.84,1 days 08:40:35.750000,Retraso leve: problemas típicos de última hora o reparto urbano,1.3615248842592593
jequie,BA,4,7.84,38 days 05:43:23,Retrasos severos: rutas largas o problemas logísticos regionales,38.23846064814815
juazeiro do norte,CE,4,8.0,6 days 13:27:28.750000,Retraso moderado: problemas recurrentes pero no críticos,6.560749421296296
paraty,RJ,4,8.0,15 days 11:42:39.750000,Retrasos severos: rutas largas o problemas logísticos regionales,15.487960069444444
parauapebas,PA,4,8.0,3 days 12:22:08.750000,Retraso moderado: problemas recurrentes pero no críticos,3.515379050925926
itupeva,SP,4,8.0,5 days 11:14:02.750000,Retraso moderado: problemas recurrentes pero no críticos,5.46808738425926
araucaria,PR,4,8.0,7 days 17:43:26.750000,Retraso moderado: problemas recurrentes pero no críticos,7.7385040509259255
sao jose do rio pardo,SP,4,8.0,14 days 01:53:33.750000,Retrasos severos: rutas largas o problemas logísticos regionales,14.078862847222222
salto,SP,4,8.0,53 days 07:51:50.250000,Retrasos severos: rutas largas o problemas logísticos regionales,53.32766493055556
sumidouro,RJ,4,8.16,9 days 11:36:17.750000,Retraso moderado: problemas recurrentes pero no críticos,9.483538773148148
guaira,SP,4,8.33,3 days 03:56:20.500000,Retraso moderado: problemas recurrentes pero no críticos,3.1641261574074075
sao mateus,ES,4,8.33,19 days 07:43:18.250000,Retrasos severos: rutas largas o problemas logísticos regionales,19.32173900462963
catu,BA,4,8.33,9 days 11:25:45,Retraso moderado: problemas recurrentes pero no críticos,9.476215277777778
avare,SP,4,8.33,20 days 02:14:25.250000,Retrasos severos: rutas largas o problemas logísticos regionales,20.093347800925926
sao jose de ribamar,MA,4,8.51,10 days 02:37:23.250000,Retrasos severos: rutas largas o problemas logísticos regionales,10.109296875
santo antonio de padua,RJ,4,8.51,14 days 02:00:54.500000,Retrasos severos: rutas largas o problemas logísticos regionales,14.08396412037037
arapongas,PR,4,8.51,14 days 07:28:14,Retrasos severos: rutas largas o problemas logísticos regionales,14.311273148148148
tremembe,SP,4,8.51,6 days 00:34:25.250000,Retraso moderado: problemas recurrentes pero no críticos,6.0239033564814815
aracatuba,SP,4,8.51,0 days 20:53:42.750000,Retraso leve: problemas típicos de última hora o reparto urbano,0.8706336805555556
teofilo otoni,MG,4,8.7,3 days 23:15:56.500000,Retraso moderado: problemas recurrentes pero no críticos,3.969403935185185
tiangua,CE,4,8.7,27 days 17:37:59.750000,Retrasos severos: rutas largas o problemas logísticos regionales,27.734719328703704
tangara da serra,MT,4,8.7,8 days 04:04:25.750000,Retraso moderado: problemas recurrentes pero no críticos,8.169742476851852
francisco morato,SP,4,8.7,2 days 20:55:51.500000,Retraso leve: problemas típicos de última hora o reparto urbano,2.872123842592593
chapadao do sul,MS,4,8.7,11 days 20:26:14.500000,Retrasos severos: rutas largas o problemas logísticos regionales,11.851556712962964
floriano,PI,4,8.89,14 days 06:57:55.750000,Retrasos severos: rutas largas o problemas logísticos regionales,14.290228587962963
amparo,SP,3,6.67,11 days 01:14:36.666666666,Retrasos severos: rutas largas o problemas logísticos regionales,11.051813271604932
americo brasiliense,SP,3,6.67,7 days 03:15:48.333333333,Retraso moderado: problemas recurrentes pero no críticos,7.13597608024691
alfenas,MG,3,6.67,8 days 05:10:10,Retraso moderado: problemas recurrentes pero no críticos,8.21539351851852
varzea paulista,SP,3,6.82,15 days 09:17:52,Retrasos severos: rutas largas o problemas logísticos regionales,15.387407407407407
varginha,MG,3,6.82,11 days 06:49:48,Retrasos severos: rutas largas o problemas logísticos regionales,11.284583333333334
umuarama,PR,3,6.82,4 days 14:17:49,Retraso moderado: problemas recurrentes pero no críticos,4.595706018518518
tupa,SP,3,6.82,5 days 08:57:59.333333333,Retraso moderado: problemas recurrentes pero no críticos,5.373603395061725
tres rios,RJ,3,6.82,8 days 18:45:57.333333333,Retraso moderado: problemas recurrentes pero no críticos,8.78191358024691
trajano de moraes,RJ,3,6.82,19 days 08:06:09,Retrasos severos: rutas largas o problemas logísticos regionales,19.337604166666665
teixeira de freitas,BA,3,6.82,4 days 21:38:24.333333333,Retraso moderado: problemas recurrentes pero no críticos,4.901670524691355
sombrio,SC,3,6.82,8 days 07:34:40.333333333,Retraso moderado: problemas recurrentes pero no críticos,8.315744598765429
araguari,MG,3,6.82,6 days 10:38:26,Retraso moderado: problemas recurrentes pero no críticos,6.443356481481482
arace,ES,3,6.98,75 days 20:57:58,Retrasos severos: rutas largas o problemas logísticos regionales,75.87358796296296
apucarana,PR,3,6.98,9 days 06:24:37.333333333,Retraso moderado: problemas recurrentes pero no críticos,9.267098765432095
senges,PR,3,6.98,7 days 02:37:38.666666666,Retraso moderado: problemas recurrentes pero no críticos,7.109475308641968
sao sebastiao,SP,3,6.98,12 days 00:23:10.666666666,Retrasos severos: rutas largas o problemas logísticos regionales,12.016095679012338
sao roque,SP,3,6.98,7 days 02:32:45,Retraso moderado: problemas recurrentes pero no críticos,7.106076388888889
coxim,MS,3,7.14,14 days 07:25:13,Retrasos severos: rutas largas o problemas logísticos regionales,14.30917824074074
costa rica,MS,3,7.14,6 days 00:19:40.333333333,Retraso moderado: problemas recurrentes pero no críticos,6.013661265432095
coromandel,MG,3,7.14,14 days 06:45:31,Retrasos severos: rutas largas o problemas logísticos regionales,14.281608796296297
sao miguel do oeste,SC,3,7.14,1 days 06:15:53.666666666,Retraso leve: problemas típicos de última hora o reparto urbano,1.2610378086419676
sao gabriel,RS,3,7.32,2 days 10:26:02.333333333,Retraso leve: problemas típicos de última hora o reparto urbano,2.4347492283950576
sao bento do sul,SC,3,7.32,2 days 10:11:27.333333333,Retraso leve: problemas típicos de última hora o reparto urbano,2.424621913580243
santo amaro da imperatriz,SC,3,7.32,15 days 13:04:44,Retrasos severos: rutas largas o problemas logísticos regionales,15.544953703703703
santa barbara,MG,3,7.32,8 days 03:47:31,Retraso moderado: problemas recurrentes pero no críticos,8.157997685185185
rosario do sul,RS,3,7.32,3 days 20:15:39.333333333,Retraso moderado: problemas recurrentes pero no críticos,3.844205246913577
rio verde,GO,3,7.32,48 days 01:46:16,Retrasos severos: rutas largas o problemas logísticos regionales,48.073796296296294
bebedouro,SP,3,7.32,11 days 00:40:00,Retrasos severos: rutas largas o problemas logísticos regionales,11.027777777777779
barrinha,SP,3,7.32,33 days 00:54:02.666666666,Retrasos severos: rutas largas o problemas logísticos regionales,33.03753086419752
barretos,SP,3,7.32,2 days 02:44:34,Retraso leve: problemas típicos de última hora o reparto urbano,2.1142824074074076
barreiras,BA,3,7.32,8 days 14:06:51.333333333,Retraso moderado: problemas recurrentes pero no críticos,8.588094135802466
barra velha,SC,3,7.5,5 days 13:41:45,Retraso moderado: problemas recurrentes pero no críticos,5.5706597222222225
rio branco,AC,3,7.5,19 days 00:49:37.333333333,Retrasos severos: rutas largas o problemas logísticos regionales,19.034459876543206
colombo,PR,3,7.5,9 days 01:54:28.666666666,Retraso moderado: problemas recurrentes pero no críticos,9.079498456790116
redencao,PA,3,7.5,14 days 15:52:25,Retrasos severos: rutas largas o problemas logísticos regionales,14.661400462962963
redencao,PA,3,7.5,7 days 09:09:24.333333333,Retraso moderado: problemas recurrentes pero no críticos,7.381531635802466
raposo,RJ,3,7.5,14 days 03:27:14.333333333,Retrasos severos: rutas largas o problemas logísticos regionales,14.143915895061724
presidente dutra,MA,3,7.5,96 days 14:42:22,Retrasos severos: rutas largas o problemas logísticos regionales,96.61275462962963
presidente dutra,MA,3,7.5,15 days 07:41:00.666666666,Retrasos severos: rutas largas o problemas logísticos regionales,15.320146604938264
porto ferreira,SP,3,7.5,1 days 07:34:23.666666666,Retraso leve: problemas típicos de última hora o reparto urbano,1.3155516975308565
pirai,RJ,3,7.5,24 days 00:33:01,Retrasos severos: rutas largas o problemas logísticos regionales,24.02292824074074
braganca paulista,SP,3,7.5,7 days 11:17:31.333333333,Retraso moderado: problemas recurrentes pero no críticos,7.470501543209873
bom jesus do itabapoana,RJ,3,7.5,21 days 09:59:52.333333333,Retrasos severos: rutas largas o problemas logísticos regionales,21.41657793209876
petrolina,PE,3,7.69,11 days 06:13:54,Retrasos severos: rutas largas o problemas logísticos regionales,11.259652777777777
paulo afonso,BA,3,7.69,20 days 00:12:19.333333333,Retrasos severos: rutas largas o problemas logísticos regionales,20.00855709876543
paranavai,PR,3,7.89,4 days 18:43:11.666666666,Retraso moderado: problemas recurrentes pero no críticos,4.7799961419753005
paraiba do sul,RJ,3,7.89,10 days 09:20:18.666666666,Retrasos severos: rutas largas o problemas logísticos regionales,10.389104938271597
nanuque,MG,3,7.89,3 days 09:00:35,Retraso moderado: problemas recurrentes pero no críticos,3.3754050925925925
cachoeirinha,RS,3,7.89,2 days 22:59:04,Retraso leve: problemas típicos de última hora o reparto urbano,2.957685185185185
caceres,MT,3,7.89,7 days 16:52:43.333333333,Retraso moderado: problemas recurrentes pero no críticos,7.703279320987651
miguel calmon,BA,3,7.89,41 days 00:51:00,Retrasos severos: rutas largas o problemas logísticos regionales,41.03541666666667
curvelo,MG,3,8.11,16 days 20:52:36.666666666,Retrasos severos: rutas largas o problemas logísticos regionales,16.869868827160488
cruzeiro,SP,3,8.11,6 days 11:29:11,Retraso moderado: problemas recurrentes pero no críticos,6.478599537037037
marechal candido rondon,PR,3,8.11,4 days 05:14:03.333333333,Retraso moderado: problemas recurrentes pero no críticos,4.218094135802466
maraba,PA,3,8.11,15 days 03:51:44,Retrasos severos: rutas largas o problemas logísticos regionales,15.160925925925927
mangaratiba,RJ,3,8.11,19 days 02:14:57,Retrasos severos: rutas largas o problemas logísticos regionales,19.09371527777778
leme,SP,3,8.11,6 days 17:03:32,Retraso moderado: problemas recurrentes pero no críticos,6.710787037037037
laguna,SC,3,8.11,4 days 02:48:49,Retraso moderado: problemas recurrentes pero no críticos,4.117233796296296
lagarto,SE,3,8.11,60 days 00:33:31.333333333,Retrasos severos: rutas largas o problemas logísticos regionales,60.02327932098765
jatai,GO,3,8.33,10 days 17:53:52.333333333,Retrasos severos: rutas largas o problemas logísticos regionales,10.745744598765429
januaria,MG,3,8.33,17 days 00:08:36,Retrasos severos: rutas largas o problemas logísticos regionales,17.005972222222223
ituiutaba,MG,3,8.33,0 days 23:56:46,Retraso leve: problemas típicos de última hora o reparto urbano,0.9977546296296296
itatiaia,RJ,3,8.33,28 days 03:36:34.333333333,Retrasos severos: rutas largas o problemas logísticos regionales,28.150397376543207
carmo,RJ,3,8.33,16 days 07:57:30.333333333,Retrasos severos: rutas largas o problemas logísticos regionales,16.33160108024691
caratinga,MG,3,8.33,7 days 00:29:35.333333333,Retraso moderado: problemas recurrentes pero no críticos,7.020547839506169
itapoa,SC,3,8.33,4 days 22:29:24,Retraso moderado: problemas recurrentes pero no críticos,4.937083333333334
itanhaem,SP,3,8.33,10 days 17:50:22.333333333,Retrasos severos: rutas largas o problemas logísticos regionales,10.743314043209873
dracena,SP,3,8.33,5 days 18:42:50,Retraso moderado: problemas recurrentes pero no críticos,5.77974537037037
ipojuca,PE,3,8.33,22 days 11:03:14.333333333,Retrasos severos: rutas largas o problemas logísticos regionales,22.46058256172839
catalao,GO,3,8.33,20 days 21:03:46.666666666,Retrasos severos: rutas largas o problemas logísticos regionales,20.877623456790115
castelo,ES,3,8.57,3 days 00:37:59,Retraso moderado: problemas recurrentes pero no críticos,3.0263773148148148
ico,CE,3,8.57,12 days 20:43:13,Retrasos severos: rutas largas o problemas logísticos regionales,12.863344907407408
guarapuava,PR,3,8.57,5 days 08:40:58.666666666,Retraso moderado: problemas recurrentes pero no críticos,5.361790123456783
guaiba,RS,3,8.57,12 days 01:20:26.666666666,Retrasos severos: rutas largas o problemas logísticos regionales,12.055864197530857
gravatai,RS,3,8.57,1 days 20:41:33,Retraso leve: problemas típicos de última hora o reparto urbano,1.8621875
forquilhinha,SC,3,8.57,4 days 02:05:14.333333333,Retraso moderado: problemas recurrentes pero no críticos,4.0869714506172805
cerqueira cesar,SP,3,8.57,6 days 11:44:31.666666666,Retraso moderado: problemas recurrentes pero no críticos,6.489255401234561
erechim,RS,3,8.57,7 days 01:13:26,Retraso moderado: problemas recurrentes pero no críticos,7.05099537037037
viana,ES,3,8.57,12 days 03:57:11,Retrasos severos: rutas largas o problemas logísticos regionales,12.164710648148148
viana,ES,3,8.57,6 days 10:26:55,Retraso moderado: problemas recurrentes pero no críticos,6.435358796296296
vespasiano,MG,3,8.57,4 days 10:02:15.666666666,Retraso moderado: problemas recurrentes pero no críticos,4.418236882716042
abaetetuba,PA,3,8.57,9 days 10:35:57,Retraso moderado: problemas recurrentes pero no críticos,9.441631944444444
xinguara,PA,2,5.71,33 days 11:38:28,Retrasos severos: rutas largas o problemas logísticos regionales,33.4850462962963
xaxim,SC,2,5.71,3 days 21:55:36.500000,Retraso moderado: problemas recurrentes pero no críticos,3.913616898148148
viana,MA,2,5.71,12 days 03:57:11,Retrasos severos: rutas largas o problemas logísticos regionales,12.164710648148148
viana,MA,2,5.71,6 days 10:26:55,Retraso moderado: problemas recurrentes pero no críticos,6.435358796296296
vargem grande paulista,SP,2,5.88,4 days 18:34:37.500000,Retraso moderado: problemas recurrentes pero no críticos,4.774045138888889
conceicao do jacuipe,BA,2,5.88,3 days 19:42:39,Retraso moderado: problemas recurrentes pero no críticos,3.8212847222222224
visconde de maua,RJ,2,5.88,2 days 18:53:18.500000,Retraso leve: problemas típicos de última hora o reparto urbano,2.787019675925926
vargem alta,ES,2,5.88,17 days 05:02:40,Retrasos severos: rutas largas o problemas logísticos regionales,17.210185185185185
escada,PE,2,5.88,7 days 02:50:50.500000,Retraso moderado: problemas recurrentes pero no críticos,7.118640046296297
engenheiro paulo de frontin,RJ,2,5.88,15 days 07:11:31.500000,Retrasos severos: rutas largas o problemas logísticos regionales,15.299670138888889
vila nelita,ES,2,5.88,9 days 04:53:13.500000,Retraso moderado: problemas recurrentes pero no críticos,9.203628472222222
vicosa,MG,2,5.88,16 days 05:13:15,Retrasos severos: rutas largas o problemas logísticos regionales,16.217534722222222
valparaiso de goias,GO,2,5.88,2 days 09:17:56,Retraso leve: problemas típicos de última hora o reparto urbano,2.3874537037037036
valente,BA,2,6.06,3 days 11:44:36.500000,Retraso moderado: problemas recurrentes pero no críticos,3.489311342592593
uniao da vitoria,PR,2,6.06,9 days 04:39:05.500000,Retraso moderado: problemas recurrentes pero no críticos,9.193813657407407
trindade,GO,2,6.06,23 days 23:33:31,Retrasos severos: rutas largas o problemas logísticos regionales,23.981608796296296
trindade,GO,2,6.06,3 days 08:29:12,Retraso moderado: problemas recurrentes pero no críticos,3.3536111111111113
tres marias,MG,2,6.06,27 days 14:49:40,Retrasos severos: rutas largas o problemas logísticos regionales,27.617824074074075
apodi,RN,2,6.06,14 days 19:10:30.500000,Retrasos severos: rutas largas o problemas logísticos regionales,14.798964120370371
aperibe,RJ,2,6.06,10 days 16:50:56,Retrasos severos: rutas largas o problemas logísticos regionales,10.702037037037037
aparecida,SP,2,6.06,3 days 09:20:45.500000,Retraso moderado: problemas recurrentes pero no críticos,3.3894155092592593
trancoso,BA,2,6.25,17 days 04:26:48,Retrasos severos: rutas largas o problemas logísticos regionales,17.185277777777777
timon,MA,2,6.25,6 days 18:51:32,Retraso moderado: problemas recurrentes pero no críticos,6.7857870370370375
timbo,SC,2,6.25,9 days 04:26:45,Retraso moderado: problemas recurrentes pero no críticos,9.185243055555556
tijucas,SC,2,6.25,7 days 06:51:00.500000,Retraso moderado: problemas recurrentes pero no críticos,7.285422453703704
teutonia,RS,2,6.25,77 days 05:23:23.500000,Retrasos severos: rutas largas o problemas logísticos regionales,77.2245775462963
formosa,GO,2,6.25,76 days 16:30:38.500000,Retrasos severos: rutas largas o problemas logísticos regionales,76.68794560185185
floresta,PE,2,6.45,9 days 14:53:09,Retraso moderado: problemas recurrentes pero no críticos,9.620243055555555
faxinal dos guedes,SC,2,6.45,4 days 04:54:15.500000,Retraso moderado: problemas recurrentes pero no críticos,4.204346064814815
fartura,SP,2,6.45,5 days 04:22:54,Retraso moderado: problemas recurrentes pero no críticos,5.182569444444445
eunapolis,BA,2,6.45,2 days 18:44:47.500000,Retraso leve: problemas típicos de última hora o reparto urbano,2.781105324074074
espumoso,RS,2,6.45,5 days 01:22:59,Retraso moderado: problemas recurrentes pero no críticos,5.057627314814815
taquaritinga,SP,2,6.67,2 days 03:52:12.500000,Retraso leve: problemas típicos de última hora o reparto urbano,2.161255787037037
sobradinho,BA,2,6.67,3 days 07:56:36,Retraso moderado: problemas recurrentes pero no críticos,3.330972222222222
araquari,SC,2,6.67,2 days 19:05:56.500000,Retraso leve: problemas típicos de última hora o reparto urbano,2.795792824074074
aramari,BA,2,6.67,43 days 15:10:04,Retrasos severos: rutas largas o problemas logísticos regionales,43.63199074074074
aracati,CE,2,6.67,12 days 09:03:17.500000,Retrasos severos: rutas largas o problemas logísticos regionales,12.37728587962963
seropedica,RJ,2,6.67,6 days 07:49:33,Retraso moderado: problemas recurrentes pero no críticos,6.326076388888889
serafina correa,RS,2,6.67,1 days 04:08:38,Retraso leve: problemas típicos de última hora o reparto urbano,1.172662037037037
senador canedo,GO,2,6.67,7 days 20:21:59.500000,Retraso moderado: problemas recurrentes pero no críticos,7.848605324074074
fortuna,MA,2,6.67,5 days 08:18:09.500000,Retraso moderado: problemas recurrentes pero no críticos,5.345943287037037
charqueada,SP,2,6.9,15 days 18:43:20,Retrasos severos: rutas largas o problemas logísticos regionales,15.780092592592593
cerquilho,SP,2,6.9,0 days 15:59:39.500000,Retraso leve: problemas típicos de última hora o reparto urbano,0.6664293981481482
sapiranga,RS,2,6.9,0 days 10:52:44.500000,Retraso leve: problemas típicos de última hora o reparto urbano,0.45329282407407406
aripuana,MT,2,6.9,5 days 18:52:35.500000,Retraso moderado: problemas recurrentes pero no críticos,5.786521990740741
areia branca dos assis,PR,2,6.9,15 days 03:51:58,Retrasos severos: rutas largas o problemas logísticos regionales,15.161087962962963
sao sebastiao do paraiso,MG,2,6.9,13 days 21:38:33,Retrasos severos: rutas largas o problemas logísticos regionales,13.901770833333334
corrente,PI,2,6.9,5 days 00:38:33,Retraso moderado: problemas recurrentes pero no críticos,5.026770833333333
congonhas,MG,2,6.9,1 days 09:52:47.500000,Retraso leve: problemas típicos de última hora o reparto urbano,1.4116608796296297
conde,BA,2,6.9,7 days 09:09:18,Retraso moderado: problemas recurrentes pero no críticos,7.381458333333334
sao pedro,SP,2,6.9,5 days 14:35:30.500000,Retraso moderado: problemas recurrentes pero no críticos,5.607991898148148
sao miguel dos campos,AL,2,6.9,10 days 10:38:54,Retrasos severos: rutas largas o problemas logísticos regionales,10.443680555555556
sao mateus do sul,PR,2,6.9,0 days 12:04:45.500000,Retraso leve: problemas típicos de última hora o reparto urbano,0.5033043981481482
sao luis de montes belos,GO,2,7.14,3 days 11:40:40,Retraso moderado: problemas recurrentes pero no críticos,3.486574074074074
sao lourenco da mata,PE,2,7.14,10 days 19:54:36.500000,Retrasos severos: rutas largas o problemas logísticos regionales,10.82958912037037
sao lourenco,MG,2,7.14,2 days 20:53:45.500000,Retraso leve: problemas típicos de última hora o reparto urbano,2.8706655092592595
azurita,MG,2,7.14,10 days 15:19:52.500000,Retrasos severos: rutas largas o problemas logísticos regionales,10.638802083333333
glicerio,RJ,2,7.14,5 days 09:23:30.500000,Retraso moderado: problemas recurrentes pero no críticos,5.391325231481481
glicerio,RJ,2,7.14,1 days 12:18:59,Retraso leve: problemas típicos de última hora o reparto urbano,1.5131828703703705
sao joao evangelista,MG,2,7.14,8 days 19:34:41.500000,Retraso moderado: problemas recurrentes pero no críticos,8.815758101851852
